1000	3.5	0.01
1020	3.5	0.01
1040	3.5	0.01
1060	3.5	0.01
1080	3.5	0.01
1100	3.5	0.01
1120	3.5	0.01
1140	3.5	0.01
1160	3.5	0.01
1180	3.5	0.01
1200	3.5	0.01
1220	3.5	0.01
1240	3.5	0.01
1260	3.5	0.01
1280	3.5	0.01
1300	3.5	0.01
1320	3.5	0.01
1340	3.5	0.01
1360	3.5	0.01
1380	3.5	0.01
1400	3.5	0.01
1420	3.5	0.01
1440	3.5	0.01
1460	3.5	0.01
1480	3.5	0.01
1500	3.5	0.01
1520	3.5	0.01
1540	3.5	0.01
1560	3.5	0.01
1580	3.5	0.01
1600	3.5	0.01
1620	3.5	0.01
1640	3.5	0.01
1660	3.5	0.01
1680	3.5	0.01
1700	3.5	0.01
1720	3.5	0.01
1740	3.5	0.01
1760	3.5	0.01
1780	3.5	0.01
1800	3.5	0.01
1820	3.5	0.01
1840	3.5	0.01
1860	3.5	0.01
1880	3.5	0.01
1900	3.5	0.01
1920	3.5	0.01
1940	3.5	0.01
1960	3.5	0.01
1980	3.5	0.01
2000	3.5	0.01
